Age,Locality,Education,Male,Female
49,Urban,Tertiary - Master's Degree,0,0
49,Urban,Tertiary - PhD,0,0
49,Urban,Other (specify),0,0
50-54,Rural,Never attended,529,569
50-54,Rural,Nursery,0,0
50-54,Rural,Kindergarten,0,0
50-54,Rural,Primary,16,6
50-54,Rural,JSS/JHS,16,3
50-54,Rural,Middle,6,1
50-54,Rural,SSS/SHS,3,1
50-54,Rural,Secondary,10,0
50-54,Rural,Voc/technical/commercial,0,0
50-54,Rural,Post middle/secondary Certificate,1,0
50-54,Rural,Post middle/secondary Diploma,1,0
50-54,Rural,Tertiary/HND,0,0
50-54,Rural,Tertiary - Bachelor's Degree,4,0
50-54,Rural,Tertiary - Post graduate Certificate/Diploma,2,0
50-54,Rural,Tertiary - Master's Degree,1,0
50-54,Rural,Tertiary - PhD,0,0
50-54,Rural,Other (specify),0,0
50-54,Urban,Never attended,742,924
50-54,Urban,Nursery,0,2
50-54,Urban,Kindergarten,0,0
50-54,Urban,Primary,29,14
50-54,Urban,JSS/JHS,22,4
50-54,Urban,Middle,20,3
50-54,Urban,SSS/SHS,16,2
50-54,Urban,Secondary,39,6
50-54,Urban,Voc/technical/commercial,1,1
50-54,Urban,Post middle/secondary Certificate,1,1
50-54,Urban,Post middle/secondary Diploma,5,3
50-54,Urban,Tertiary/HND,17,1
50-54,Urban,Tertiary - Bachelor's Degree,27,7
50-54,Urban,Tertiary - Post graduate Certificate/Diploma,7,1
50-54,Urban,Tertiary - Master's Degree,8,1
50-54,Urban,Tertiary - PhD,2,0
50-54,Urban,Other (specify),3,0
50,Rural,Never attended,178,170
50,Rural,Nursery,0,0
50,Rural,Kindergarten,0,0
50,Rural,Primary,4,1
50,Rural,JSS/JHS,6,1
50,Rural,Middle,1,0
50,Rural,SSS/SHS,3,1
50,Rural,Secondary,2,0
50,Rural,Voc/technical/commercial,0,0
50,Rural,Post middle/secondary Certificate,0,0
50,Rural,Post middle/secondary Diploma,0,0
50,Rural,Tertiary/HND,0,0
50,Rural,Tertiary - Bachelor's Degree,2,0
50,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
50,Rural,Tertiary - Master's Degree,0,0
50,Rural,Tertiary - PhD,0,0
50,Rural,Other (specify),0,0
50,Urban,Never attended,241,295
50,Urban,Nursery,0,1
50,Urban,Kindergarten,0,0
50,Urban,Primary,7,4
50,Urban,JSS/JHS,6,2
50,Urban,Middle,3,0
50,Urban,SSS/SHS,16,2
50,Urban,Secondary,2,0
50,Urban,Voc/technical/commercial,0,0
50,Urban,Post middle/secondary Certificate,1,0
50,Urban,Post middle/secondary Diploma,2,0
50,Urban,Tertiary/HND,5,0
50,Urban,Tertiary - Bachelor's Degree,4,3
50,Urban,Tertiary - Post graduate Certificate/Diploma,4,0
50,Urban,Tertiary - Master's Degree,2,0
50,Urban,Tertiary - PhD,0,0
50,Urban,Other (specify),1,0
51,Rural,Never attended,183,204
51,Rural,Nursery,0,0
51,Rural,Kindergarten,0,0
51,Rural,Primary,5,3
51,Rural,JSS/JHS,6,1
51,Rural,Middle,0,0
51,Rural,SSS/SHS,0,0
51,Rural,Secondary,5,0
51,Rural,Voc/technical/commercial,0,0
51,Rural,Post middle/secondary Certificate,0,0
51,Rural,Post middle/secondary Diploma,1,0
51,Rural,Tertiary/HND,0,0
51,Rural,Tertiary - Bachelor's Degree,1,0
51,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
51,Rural,Tertiary - Master's Degree,0,0
51,Rural,Tertiary - PhD,0,0
51,Rural,Other (specify),0,0
51,Urban,Never attended,253,334
51,Urban,Nursery,0,0
51,Urban,Kindergarten,0,0
51,Urban,Primary,9,4
51,Urban,JSS/JHS,9,1
51,Urban,Middle,6,1
51,Urban,SSS/SHS,0,0
51,Urban,Secondary,18,2
51,Urban,Voc/technical/commercial,1,1
51,Urban,Post middle/secondary Certificate,0,0
51,Urban,Post middle/secondary Diploma,1,1
51,Urban,Tertiary/HND,6,1
51,Urban,Tertiary - Bachelor's Degree,13,2
51,Urban,Tertiary - Post graduate Certificate/Diploma,0,1
51,Urban,Tertiary - Master's Degree,1,1
51,Urban,Tertiary - PhD,0,0
51,Urban,Other (specify),0,0
52,Rural,Never attended,70,76
52,Rural,Nursery,0,0
52,Rural,Kindergarten,0,0
52,Rural,Primary,0,0
52,Rural,JSS/JHS,2,0
52,Rural,Middle,3,0
52,Rural,SSS/SHS,0,0
52,Rural,Secondary,1,0
52,Rural,Voc/technical/commercial,0,0
52,Rural,Post middle/secondary Certificate,1,0
52,Rural,Post middle/secondary Diploma,0,0
52,Rural,Tertiary/HND,0,0
52,Rural,Tertiary - Bachelor's Degree,1,0
52,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
52,Rural,Tertiary - Master's Degree,1,0
52,Rural,Tertiary - PhD,0,0
52,Rural,Other (specify),0,0
52,Urban,Never attended,90,114
52,Urban,Nursery,0,1
52,Urban,Kindergarten,0,0
52,Urban,Primary,3,1
52,Urban,JSS/JHS,3,1
52,Urban,Middle,6,1
52,Urban,SSS/SHS,0,0
52,Urban,Secondary,8,0
52,Urban,Voc/technical/commercial,0,0
52,Urban,Post middle/secondary Certificate,0,1
52,Urban,Post middle/secondary Diploma,1,0
52,Urban,Tertiary/HND,1,0
52,Urban,Tertiary - Bachelor's Degree,2,1
52,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
52,Urban,Tertiary - Master's Degree,3,0
52,Urban,Tertiary - PhD,1,0
52,Urban,Other (specify),0,0
53,Rural,Never attended,58,76
53,Rural,Nursery,0,0
53,Rural,Kindergarten,0,0
53,Rural,Primary,6,2
53,Rural,JSS/JHS,2,1
53,Rural,Middle,1,0
53,Rural,SSS/SHS,0,0
53,Rural,Secondary,0,0
53,Rural,Voc/technical/commercial,0,0
53,Rural,Post middle/secondary Certificate,0,0
53,Rural,Post middle/secondary Diploma,0,0
53,Rural,Tertiary/HND,0,0
53,Rural,Tertiary - Bachelor's Degree,0,0
53,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
53,Rural,Tertiary - Master's Degree,0,0
53,Rural,Tertiary - PhD,0,0
53,Rural,Other (specify),0,0
53,Urban,Never attended,101,111
53,Urban,Nursery,0,0
53,Urban,Kindergarten,0,0
53,Urban,Primary,2,3
53,Urban,JSS/JHS,2,0
53,Urban,Middle,3,0
53,Urban,SSS/SHS,0,0
53,Urban,Secondary,7,2
53,Urban,Voc/technical/commercial,0,0
53,Urban,Post middle/secondary Certificate,0,0
53,Urban,Post middle/secondary Diploma,1,1
53,Urban,Tertiary/HND,2,0
53,Urban,Tertiary - Bachelor's Degree,3,0
53,Urban,Tertiary - Post graduate Certificate/Diploma,2,0
53,Urban,Tertiary - Master's Degree,2,0
53,Urban,Tertiary - PhD,0,0
53,Urban,Other (specify),1,0
54,Rural,Never attended,40,43
54,Rural,Nursery,0,0
54,Rural,Kindergarten,0,0
54,Rural,Primary,1,0
54,Rural,JSS/JHS,0,0
54,Rural,Middle,1,1
54,Rural,SSS/SHS,0,0
54,Rural,Secondary,2,0
54,Rural,Voc/technical/commercial,0,0
54,Rural,Post middle/secondary Certificate,0,0
54,Rural,Post middle/secondary Diploma,0,0
54,Rural,Tertiary/HND,0,0
54,Rural,Tertiary - Bachelor's Degree,0,0
54,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
54,Rural,Tertiary - Master's Degree,0,0
54,Rural,Tertiary - PhD,0,0
54,Rural,Other (specify),0,0
54,Urban,Never attended,57,70
54,Urban,Nursery,0,0
54,Urban,Kindergarten,0,0
54,Urban,Primary,8,2
54,Urban,JSS/JHS,2,0
54,Urban,Middle,2,1
54,Urban,SSS/SHS,0,0
54,Urban,Secondary,4,2
54,Urban,Voc/technical/commercial,0,0
54,Urban,Post middle/secondary Certificate,0,0
54,Urban,Post middle/secondary Diploma,0,1
54,Urban,Tertiary/HND,3,0
54,Urban,Tertiary - Bachelor's Degree,5,1
54,Urban,Tertiary - Post graduate Certificate/Diploma,1,0
54,Urban,Tertiary - Master's Degree,0,0
54,Urban,Tertiary - PhD,1,0
54,Urban,Other (specify),1,0
55-59,Rural,Never attended,298,305
55-59,Rural,Nursery,1,0
55-59,Rural,Kindergarten,0,0
55-59,Rural,Primary,8,0
55-59,Rural,JSS/JHS,2,0
55-59,Rural,Middle,7,0
55-59,Rural,SSS/SHS,0,0
55-59,Rural,Secondary,4,0
55-59,Rural,Voc/technical/commercial,0,0
55-59,Rural,Post middle/secondary Certificate,0,0
55-59,Rural,Post middle/secondary Diploma,1,0
55-59,Rural,Tertiary/HND,0,0
55-59,Rural,Tertiary - Bachelor's Degree,1,0
55-59,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
55-59,Rural,Tertiary - Master's Degree,0,0
55-59,Rural,Tertiary - PhD,0,0
55-59,Rural,Other (specify),1,0
55-59,Urban,Never attended,361,463
55-59,Urban,Nursery,0,0
55-59,Urban,Kindergarten,0,0
55-59,Urban,Primary,20,5
55-59,Urban,JSS/JHS,13,4
55-59,Urban,Middle,19,12
55-59,Urban,SSS/SHS,0,0
55-59,Urban,Secondary,22,5
55-59,Urban,Voc/technical/commercial,2,0
55-59,Urban,Post middle/secondary Certificate,7,2
55-59,Urban,Post middle/secondary Diploma,6,5
55-59,Urban,Tertiary/HND,4,0
55-59,Urban,Tertiary - Bachelor's Degree,14,3
55-59,Urban,Tertiary - Post graduate Certificate/Diploma,8,5
55-59,Urban,Tertiary - Master's Degree,5,2
55-59,Urban,Tertiary - PhD,1,0
55-59,Urban,Other (specify),0,0
55,Rural,Never attended,71,72
55,Rural,Nursery,0,0
55,Rural,Kindergarten,0,0
55,Rural,Primary,1,0
55,Rural,JSS/JHS,0,0
55,Rural,Middle,2,0
55,Rural,SSS/SHS,0,0
55,Rural,Secondary,0,0
55,Rural,Voc/technical/commercial,0,0
55,Rural,Post middle/secondary Certificate,0,0
55,Rural,Post middle/secondary Diploma,0,0
55,Rural,Tertiary/HND,0,0
55,Rural,Tertiary - Bachelor's Degree,1,0
55,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
55,Rural,Tertiary - Master's Degree,0,0
55,Rural,Tertiary - PhD,0,0
55,Rural,Other (specify),0,0
55,Urban,Never attended,81,136
55,Urban,Nursery,0,0
55,Urban,Kindergarten,0,0
55,Urban,Primary,4,1
55,Urban,JSS/JHS,4,3
55,Urban,Middle,4,4
55,Urban,SSS/SHS,0,0
55,Urban,Secondary,9,0
55,Urban,Voc/technical/commercial,1,0
55,Urban,Post middle/secondary Certificate,1,0
55,Urban,Post middle/secondary Diploma,3,2
55,Urban,Tertiary/HND,0,0
55,Urban,Tertiary - Bachelor's Degree,6,1
55,Urban,Tertiary - Post graduate Certificate/Diploma,2,1
55,Urban,Tertiary - Master's Degree,2,1
55,Urban,Tertiary - PhD,0,0
55,Urban,Other (specify),0,0
56,Rural,Never attended,95,94
56,Rural,Nursery,0,0
56,Rural,Kindergarten,0,0
56,Rural,Primary,3,0
56,Rural,JSS/JHS,0,0
56,Rural,Middle,1,0
56,Rural,SSS/SHS,0,0
56,Rural,Secondary,1,0
56,Rural,Voc/technical/commercial,0,0
56,Rural,Post middle/secondary Certificate,0,0
56,Rural,Post middle/secondary Diploma,0,0
56,Rural,Tertiary/HND,0,0
56,Rural,Tertiary - Bachelor's Degree,0,0
56,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
56,Rural,Tertiary - Master's Degree,0,0
56,Rural,Tertiary - PhD,0,0
56,Rural,Other (specify),1,0
56,Urban,Never attended,108,126
56,Urban,Nursery,0,0
56,Urban,Kindergarten,0,0
56,Urban,Primary,5,2
56,Urban,JSS/JHS,2,1
56,Urban,Middle,3,2
56,Urban,SSS/SHS,0,0
56,Urban,Secondary,7,0
56,Urban,Voc/technical/commercial,1,0
56,Urban,Post middle/secondary Certificate,3,0
56,Urban,Post middle/secondary Diploma,1,0
56,Urban,Tertiary/HND,1,0
56,Urban,Tertiary - Bachelor's Degree,0,0
56,Urban,Tertiary - Post graduate Certificate/Diploma,3,1
56,Urban,Tertiary - Master's Degree,1,0
56,Urban,Tertiary - PhD,1,0
56,Urban,Other (specify),0,0
57,Rural,Never attended,62,51
57,Rural,Nursery,0,0
57,Rural,Kindergarten,0,0
57,Rural,Primary,2,0
57,Rural,JSS/JHS,0,0
57,Rural,Middle,2,0
57,Rural,SSS/SHS,0,0
57,Rural,Secondary,0,0
57,Rural,Voc/technical/commercial,0,0
57,Rural,Post middle/secondary Certificate,0,0
57,Rural,Post middle/secondary Diploma,0,0
57,Rural,Tertiary/HND,0,0
57,Rural,Tertiary - Bachelor's Degree,0,0
57,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
57,Rural,Tertiary - Master's Degree,0,0
57,Rural,Tertiary - PhD,0,0
57,Rural,Other (specify),0,0
57,Urban,Never attended,54,69
57,Urban,Nursery,0,0
57,Urban,Kindergarten,0,0
57,Urban,Primary,4,1
57,Urban,JSS/JHS,0,0
57,Urban,Middle,6,2
57,Urban,SSS/SHS,0,0
57,Urban,Secondary,4,2
57,Urban,Voc/technical/commercial,0,0
57,Urban,Post middle/secondary Certificate,0,1
57,Urban,Post middle/secondary Diploma,1,1
57,Urban,Tertiary/HND,1,0
57,Urban,Tertiary - Bachelor's Degree,1,2
57,Urban,Tertiary - Post graduate Certificate/Diploma,1,1
57,Urban,Tertiary - Master's Degree,2,0
57,Urban,Tertiary - PhD,0,0
57,Urban,Other (specify),0,0
58,Rural,Never attended,29,36
58,Rural,Nursery,1,0
58,Rural,Kindergarten,0,0
58,Rural,Primary,1,0
58,Rural,JSS/JHS,1,0
58,Rural,Middle,1,0
58,Rural,SSS/SHS,0,0
58,Rural,Secondary,1,0
58,Rural,Voc/technical/commercial,0,0
58,Rural,Post middle/secondary Certificate,0,0
58,Rural,Post middle/secondary Diploma,0,0
58,Rural,Tertiary/HND,0,0
58,Rural,Tertiary - Bachelor's Degree,0,0
58,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
58,Rural,Tertiary - Master's Degree,0,0
58,Rural,Tertiary - PhD,0,0
58,Rural,Other (specify),0,0
58,Urban,Never attended,65,68
58,Urban,Nursery,0,0
58,Urban,Kindergarten,0,0
58,Urban,Primary,6,0
58,Urban,JSS/JHS,2,0
58,Urban,Middle,3,3
58,Urban,SSS/SHS,0,0
58,Urban,Secondary,2,2
58,Urban,Voc/technical/commercial,0,0
58,Urban,Post middle/secondary Certificate,2,0
58,Urban,Post middle/secondary Diploma,1,2
58,Urban,Tertiary/HND,2,0
58,Urban,Tertiary - Bachelor's Degree,3,0
58,Urban,Tertiary - Post graduate Certificate/Diploma,2,2
58,Urban,Tertiary - Master's Degree,0,1
58,Urban,Tertiary - PhD,0,0
58,Urban,Other (specify),0,0
59,Rural,Never attended,41,52
59,Rural,Nursery,0,0
59,Rural,Kindergarten,0,0
59,Rural,Primary,1,0
59,Rural,JSS/JHS,1,0
59,Rural,Middle,1,0
59,Rural,SSS/SHS,0,0
59,Rural,Secondary,2,0
59,Rural,Voc/technical/commercial,0,0
59,Rural,Post middle/secondary Certificate,0,0
59,Rural,Post middle/secondary Diploma,1,0
59,Rural,Tertiary/HND,0,0
59,Rural,Tertiary - Bachelor's Degree,0,0
59,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
59,Rural,Tertiary - Master's Degree,0,0
59,Rural,Tertiary - PhD,0,0
59,Rural,Other (specify),0,0
59,Urban,Never attended,53,64
59,Urban,Nursery,0,0
59,Urban,Kindergarten,0,0
59,Urban,Primary,1,1
59,Urban,JSS/JHS,5,0
59,Urban,Middle,3,1
59,Urban,SSS/SHS,0,0
59,Urban,Secondary,0,1
59,Urban,Voc/technical/commercial,0,0
59,Urban,Post middle/secondary Certificate,1,1
59,Urban,Post middle/secondary Diploma,0,0
59,Urban,Tertiary/HND,0,0
59,Urban,Tertiary - Bachelor's Degree,4,0
59,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
59,Urban,Tertiary - Master's Degree,0,0
59,Urban,Tertiary - PhD,0,0
59,Urban,Other (specify),0,0
60-64,Rural,Never attended,345,374
60-64,Rural,Nursery,0,0
60-64,Rural,Kindergarten,0,0
60-64,Rural,Primary,7,1
60-64,Rural,JSS/JHS,0,0
60-64,Rural,Middle,5,1
60-64,Rural,SSS/SHS,0,0
60-64,Rural,Secondary,7,0
60-64,Rural,Voc/technical/commercial,0,0
60-64,Rural,Post middle/secondary Certificate,1,0
60-64,Rural,Post middle/secondary Diploma,1,0
60-64,Rural,Tertiary/HND,1,0
60-64,Rural,Tertiary - Bachelor's Degree,1,0
60-64,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
60-64,Rural,Tertiary - Master's Degree,0,0
60-64,Rural,Tertiary - PhD,0,0
60-64,Rural,Other (specify),0,0
60-64,Urban,Never attended,443,604
60-64,Urban,Nursery,0,0
60-64,Urban,Kindergarten,0,0
60-64,Urban,Primary,16,4
60-64,Urban,JSS/JHS,0,0
60-64,Urban,Middle,19,10
60-64,Urban,SSS/SHS,0,0
60-64,Urban,Secondary,19,0
60-64,Urban,Voc/technical/commercial,2,1
60-64,Urban,Post middle/secondary Certificate,3,3
60-64,Urban,Post middle/secondary Diploma,5,2
60-64,Urban,Tertiary/HND,2,2
60-64,Urban,Tertiary - Bachelor's Degree,17,0
60-64,Urban,Tertiary - Post graduate Certificate/Diploma,9,1
60-64,Urban,Tertiary - Master's Degree,4,0
60-64,Urban,Tertiary - PhD,1,0
60-64,Urban,Other (specify),0,0
60,Rural,Never attended,108,125
60,Rural,Nursery,0,0
60,Rural,Kindergarten,0,0
60,Rural,Primary,1,0
60,Rural,JSS/JHS,0,0
60,Rural,Middle,2,0
60,Rural,SSS/SHS,0,0
60,Rural,Secondary,2,0
60,Rural,Voc/technical/commercial,0,0
60,Rural,Post middle/secondary Certificate,0,0
60,Rural,Post middle/secondary Diploma,0,0
60,Rural,Tertiary/HND,0,0
60,Rural,Tertiary - Bachelor's Degree,0,0
60,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
60,Rural,Tertiary - Master's Degree,0,0
60,Rural,Tertiary - PhD,0,0
60,Rural,Other (specify),0,0
60,Urban,Never attended,127,179
60,Urban,Nursery,0,0
60,Urban,Kindergarten,0,0
60,Urban,Primary,1,1
60,Urban,JSS/JHS,0,0
60,Urban,Middle,4,0
60,Urban,SSS/SHS,0,0
60,Urban,Secondary,4,0
60,Urban,Voc/technical/commercial,0,1
60,Urban,Post middle/secondary Certificate,0,0
60,Urban,Post middle/secondary Diploma,3,0
60,Urban,Tertiary/HND,1,0
60,Urban,Tertiary - Bachelor's Degree,3,0
60,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
60,Urban,Tertiary - Master's Degree,2,0
60,Urban,Tertiary - PhD,0,0
60,Urban,Other (specify),0,0
61,Rural,Never attended,118,137
61,Rural,Nursery,0,0
61,Rural,Kindergarten,0,0
61,Rural,Primary,4,0
61,Rural,JSS/JHS,0,0
61,Rural,Middle,2,1
61,Rural,SSS/SHS,0,0
61,Rural,Secondary,4,0
61,Rural,Voc/technical/commercial,0,0
61,Rural,Post middle/secondary Certificate,0,0
61,Rural,Post middle/secondary Diploma,1,0
61,Rural,Tertiary/HND,0,0
61,Rural,Tertiary - Bachelor's Degree,1,0
61,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
61,Rural,Tertiary - Master's Degree,0,0
61,Rural,Tertiary - PhD,0,0
61,Rural,Other (specify),0,0
61,Urban,Never attended,151,212
61,Urban,Nursery,0,0
61,Urban,Kindergarten,0,0
61,Urban,Primary,6,1
61,Urban,JSS/JHS,0,0
61,Urban,Middle,6,3
61,Urban,SSS/SHS,0,0
61,Urban,Secondary,4,0
61,Urban,Voc/technical/commercial,1,0
61,Urban,Post middle/secondary Certificate,1,2
61,Urban,Post middle/secondary Diploma,0,0
61,Urban,Tertiary/HND,0,1
61,Urban,Tertiary - Bachelor's Degree,4,0
61,Urban,Tertiary - Post graduate Certificate/Diploma,3,1
61,Urban,Tertiary - Master's Degree,1,0
61,Urban,Tertiary - PhD,1,0
61,Urban,Other (specify),0,0
62,Rural,Never attended,47,43
62,Rural,Nursery,0,0
62,Rural,Kindergarten,0,0
62,Rural,Primary,1,0
62,Rural,JSS/JHS,0,0
62,Rural,Middle,1,0
62,Rural,SSS/SHS,0,0
62,Rural,Secondary,0,0
62,Rural,Voc/technical/commercial,0,0
62,Rural,Post middle/secondary Certificate,0,0
62,Rural,Post middle/secondary Diploma,0,0
62,Rural,Tertiary/HND,0,0
62,Rural,Tertiary - Bachelor's Degree,0,0
62,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
62,Rural,Tertiary - Master's Degree,0,0
62,Rural,Tertiary - PhD,0,0
62,Rural,Other (specify),0,0
62,Urban,Never attended,51,73
62,Urban,Nursery,0,0
62,Urban,Kindergarten,0,0
62,Urban,Primary,2,0
62,Urban,JSS/JHS,0,0
62,Urban,Middle,3,1
62,Urban,SSS/SHS,0,0
62,Urban,Secondary,2,0
62,Urban,Voc/technical/commercial,0,0
62,Urban,Post middle/secondary Certificate,1,0
62,Urban,Post middle/secondary Diploma,0,1
62,Urban,Tertiary/HND,0,0
62,Urban,Tertiary - Bachelor's Degree,4,0
62,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
62,Urban,Tertiary - Master's Degree,0,0
62,Urban,Tertiary - PhD,0,0
62,Urban,Other (specify),0,0
63,Rural,Never attended,35,43
63,Rural,Nursery,0,0
63,Rural,Kindergarten,0,0
63,Rural,Primary,0,1
63,Rural,JSS/JHS,0,0
63,Rural,Middle,0,0
63,Rural,SSS/SHS,0,0
63,Rural,Secondary,0,0
63,Rural,Voc/technical/commercial,0,0
63,Rural,Post middle/secondary Certificate,0,0
63,Rural,Post middle/secondary Diploma,0,0
63,Rural,Tertiary/HND,0,0
63,Rural,Tertiary - Bachelor's Degree,0,0
63,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
63,Rural,Tertiary - Master's Degree,0,0
63,Rural,Tertiary - PhD,0,0
63,Rural,Other (specify),0,0
63,Urban,Never attended,56,76
63,Urban,Nursery,0,0
63,Urban,Kindergarten,0,0
63,Urban,Primary,4,2
63,Urban,JSS/JHS,0,0
63,Urban,Middle,6,5
63,Urban,SSS/SHS,0,0
63,Urban,Secondary,4,0
63,Urban,Voc/technical/commercial,0,0
63,Urban,Post middle/secondary Certificate,1,1
63,Urban,Post middle/secondary Diploma,0,1
63,Urban,Tertiary/HND,0,1
63,Urban,Tertiary - Bachelor's Degree,2,0
63,Urban,Tertiary - Post graduate Certificate/Diploma,1,0
63,Urban,Tertiary - Master's Degree,0,0
63,Urban,Tertiary - PhD,0,0
63,Urban,Other (specify),0,0
64,Rural,Never attended,37,26
64,Rural,Nursery,0,0
64,Rural,Kindergarten,0,0
64,Rural,Primary,1,0
64,Rural,JSS/JHS,0,0
64,Rural,Middle,0,0
64,Rural,SSS/SHS,0,0
64,Rural,Secondary,1,0
64,Rural,Voc/technical/commercial,0,0
64,Rural,Post middle/secondary Certificate,1,0
64,Rural,Post middle/secondary Diploma,0,0
64,Rural,Tertiary/HND,1,0
64,Rural,Tertiary - Bachelor's Degree,0,0
64,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
64,Rural,Tertiary - Master's Degree,0,0
64,Rural,Tertiary - PhD,0,0
64,Rural,Other (specify),0,0
64,Urban,Never attended,58,64
64,Urban,Nursery,0,0
64,Urban,Kindergarten,0,0
64,Urban,Primary,3,0
64,Urban,JSS/JHS,0,0
64,Urban,Middle,0,1
64,Urban,SSS/SHS,0,0
64,Urban,Secondary,5,0
64,Urban,Voc/technical/commercial,1,0
64,Urban,Post middle/secondary Certificate,0,0
64,Urban,Post middle/secondary Diploma,2,0
64,Urban,Tertiary/HND,1,0
64,Urban,Tertiary - Bachelor's Degree,4,0
64,Urban,Tertiary - Post graduate Certificate/Diploma,5,0
64,Urban,Tertiary - Master's Degree,1,0
64,Urban,Tertiary - PhD,0,0
64,Urban,Other (specify),0,0
65 years and older,Rural,Never attended,773,831
65 years and older,Rural,Nursery,0,0
65 years and older,Rural,Kindergarten,0,0
65 years and older,Rural,Primary,12,1
65 years and older,Rural,JSS/JHS,0,0
65 years and older,Rural,Middle,8,0
65 years and older,Rural,SSS/SHS,0,0
65 years and older,Rural,Secondary,9,0
65 years and older,Rural,Voc/technical/commercial,0,0
65 years and older,Rural,Post middle/secondary Certificate,2,0
65 years and older,Rural,Post middle/secondary Diploma,3,0
65 years and older,Rural,Tertiary/HND,1,0
65 years and older,Rural,Tertiary - Bachelor's Degree,8,1
65 years and older,Rural,Tertiary - Post graduate Certificate/Diploma,3,0
65 years and older,Rural,Tertiary - Master's Degree,1,0
65 years and older,Rural,Tertiary - PhD,0,0
65 years and older,Rural,Other (specify),0,0
65 years and older,Urban,Never attended,993,1618
65 years and older,Urban,Nursery,0,0
65 years and older,Urban,Kindergarten,0,0
65 years and older,Urban,Primary,24,12
65 years and older,Urban,JSS/JHS,0,0
65 years and older,Urban,Middle,49,5
65 years and older,Urban,SSS/SHS,0,0
65 years and older,Urban,Secondary,32,6
65 years and older,Urban,Voc/technical/commercial,2,0
65 years and older,Urban,Post middle/secondary Certificate,8,0
65 years and older,Urban,Post middle/secondary Diploma,7,2
65 years and older,Urban,Tertiary/HND,5,0
65 years and older,Urban,Tertiary - Bachelor's Degree,15,0
65 years and older,Urban,Tertiary - Post graduate Certificate/Diploma,4,1
65 years and older,Urban,Tertiary - Master's Degree,4,0
65 years and older,Urban,Tertiary - PhD,1,0
65 years and older,Urban,Other (specify),0,0
65-69,Rural,Never attended,190,157
65-69,Rural,Nursery,0,0
65-69,Rural,Kindergarten,0,0
65-69,Rural,Primary,5,1
65-69,Rural,JSS/JHS,0,0
65-69,Rural,Middle,5,0
65-69,Rural,SSS/SHS,0,0
65-69,Rural,Secondary,6,0
65-69,Rural,Voc/technical/commercial,0,0
65-69,Rural,Post middle/secondary Certificate,1,0
65-69,Rural,Post middle/secondary Diploma,1,0
65-69,Rural,Tertiary/HND,1,0
65-69,Rural,Tertiary - Bachelor's Degree,7,1
65-69,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
65-69,Rural,Tertiary - Master's Degree,0,0
65-69,Rural,Tertiary - PhD,0,0
65-69,Rural,Other (specify),0,0
65-69,Urban,Never attended,249,344
65-69,Urban,Nursery,0,0
65-69,Urban,Kindergarten,0,0
65-69,Urban,Primary,11,3
65-69,Urban,JSS/JHS,0,0
65-69,Urban,Middle,21,2
65-69,Urban,SSS/SHS,0,0
65-69,Urban,Secondary,16,1
65-69,Urban,Voc/technical/commercial,2,0
65-69,Urban,Post middle/secondary Certificate,5,0
65-69,Urban,Post middle/secondary Diploma,4,0
65-69,Urban,Tertiary/HND,3,0
65-69,Urban,Tertiary - Bachelor's Degree,11,0
65-69,Urban,Tertiary - Post graduate Certificate/Diploma,2,1
65-69,Urban,Tertiary - Master's Degree,3,0
65-69,Urban,Tertiary - PhD,0,0
65-69,Urban,Other (specify),0,0
65,Rural,Never attended,52,47
65,Rural,Nursery,0,0
65,Rural,Kindergarten,0,0
65,Rural,Primary,1,0
65,Rural,JSS/JHS,0,0
65,Rural,Middle,2,0
65,Rural,SSS/SHS,0,0
65,Rural,Secondary,1,0
65,Rural,Voc/technical/commercial,0,0
65,Rural,Post middle/secondary Certificate,0,0
65,Rural,Post middle/secondary Diploma,0,0
65,Rural,Tertiary/HND,0,0
65,Rural,Tertiary - Bachelor's Degree,3,0
65,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
65,Rural,Tertiary - Master's Degree,0,0
65,Rural,Tertiary - PhD,0,0
65,Rural,Other (specify),0,0
65,Urban,Never attended,80,96
65,Urban,Nursery,0,0
65,Urban,Kindergarten,0,0
65,Urban,Primary,1,0
